item,variant,label,family,chain,ambisonic_order,is_reference,source_file,source_root,prepared_file,fs_hz,lag_samples,lag_ms,polarity,gcc_corr,gcc_peak_ratio,window_lags,window_agreement,subsample_residual,residual_lag_samples,alignment_applied,excerpt_s,crop_samples_each_end,analysed_duration_s,lufs_before,lufs_after,gain_db,true_peak_dbtp_after
BigBand,5OA,5OA,Ambisonics,direct,5,0,BigBand_5OA-MagLS_binaural.wav,revision,BigBand_5OA.wav,48000,0,0.0,1,0.9859,3.185,1;0;1;0;0;0;-1;0;0;0;0;0;0;0;0,1.0,-0.0727,0,0,90.0,29277,90.0,-31.573,-17.0,14.573,0.454
BigBand,3OA-IAMF,3OA-IAMF,Ambisonics,direct,3,0,BigBand_IAMF_binaural.wav,revision,BigBand_3OA-IAMF.wav,48000,27,0.5625,1,0.8095,1.408,45;48;28;27;27;26;28;28;45;26;26;26;26;26;26,0.8,-0.4044,0,0,90.0,29277,90.0,-30.11,-17.0,13.11,1.294
BigBand,2OA-TBE,2OA-TBE,Ambisonics,direct,2,0,BigBand_TBE_binaural.wav,revision,BigBand_2OA-TBE.wav,48000,131,2.7292,1,0.8741,3.448,133;132;132;131;131;131;132;131;132;131;132;132;131;131;131,1.0,0.4842,0,0,90.0,29277,90.0,-34.587,-17.0,17.587,0.92
BigBand,1OA-YT,1OA-YT,Ambisonics,direct,1,0,BigBand_1OA-YT_binaural.wav,revision,BigBand_1OA-YT.wav,48000,46,0.9583,-1,0.7546,1.517,37;37;54;46;46;45;30;37;41;55;48;42;46;46;46,0.467,-0.2495,0,0,90.0,29277,90.0,-29.946,-17.0,12.946,2.174
BigBand,42pIKO,42pIKO,Ambisonics,42pIKO,NA,0,BigBand_42pIKO-MagLS_binaural.wav,revision,BigBand_42pIKO.wav,48000,0,0.0,1,0.9939,3.263,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0,1.0,0.2401,0,0,90.0,29277,90.0,-30.204,-17.0,13.204,0.085
BigBand,Atmos,Dolby Atmos,Channel/Object,direct,NA,0,BigBand_Atmos-native_binaural.wav,revision,BigBand_Atmos.wav,48000,130,2.7083,1,0.9104,2.361,133;130;130;130;131;130;131;130;130;130;132;131;130;131;130,1.0,0.2983,0,0,90.0,29277,90.0,-27.89,-17.0,10.89,1.003
BigBand,Auro3D,Auro-3D,Channel/Object,direct,NA,0,BigBand_Auro3D-native_binaural.wav,revision,BigBand_Auro3D.wav,48000,131,2.7292,1,0.9267,2.941,132;132;131;131;131;131;132;132;132;131;132;132;131;131;131,1.0,0.3272,0,0,90.0,29277,90.0,-28.134,-17.0,11.134,0.285
BigBand,Sony360RA,Sony 360RA,Channel/Object,direct,NA,0,BigBand_Sony360RA-native_binaural.wav,revision,BigBand_Sony360RA.wav,48000,18,0.375,1,0.8649,3.015,14;23;16;18;17;17;19;17;19;17;21;20;17;16;16,0.867,-0.0428,0,0,90.0,29277,90.0,-33.926,-17.0,16.926,1.365
BigBand,42pIKO-Atmos,42pIKO->Atmos,Channel/Object,42pIKO,NA,0,BigBand_Atmos_binaural.wav,revision,BigBand_42pIKO-Atmos.wav,48000,130,2.7083,1,0.9117,3.139,133;130;130;130;130;130;130;130;130;130;131;131;130;130;130,1.0,0.1752,0,0,90.0,29277,90.0,-26.413,-17.0,9.413,1.276
BigBand,42pIKO-Auro3D,42pIKO->Auro-3D,Channel/Object,42pIKO,NA,0,BigBand_Auro3D_binaural.wav,revision,BigBand_42pIKO-Auro3D.wav,48000,-24477,-509.9375,1,0.8324,3.008,-24476;-24477;-24477;-24477;-24477;-24477;-24476;-24477;-24476;-24478;-24476;-24477;-24477;-24477;-24477,1.0,0.161,0,0,90.0,29277,90.0,-30.136,-17.0,13.136,1.279
BigBand,42pIKO-Sony360RA,42pIKO->Sony 360RA,Channel/Object,42pIKO,NA,0,BigBand_Sony360RA_binaural.wav,revision,BigBand_42pIKO-Sony360RA.wav,48000,15,0.3125,1,0.8795,2.93,14;15;14;16;15;15;16;15;17;14;18;17;15;14;15,1.0,0.3175,0,0,90.0,29277,90.0,-32.634,-17.0,15.634,1.592
KWARTET,7OA,7OA ref.,Ambisonics,direct,7,1,KWARTET_7OA-MagLS_binaural.wav,revision,KWARTET_7OA.wav,48000,0,0.0,1,1.0,3.108,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1.0,-0.0,0,0,90.0,29277,90.0,-24.168,-17.0,7.168,-1.189
KWARTET,5OA,5OA,Ambisonics,direct,5,0,KWARTET_5OA-MagLS_binaural.wav,revision,KWARTET_5OA.wav,48000,-1,-0.0208,1,0.9909,3.09,-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1,1.0,0.326,0,0,90.0,29277,90.0,-24.153,-17.0,7.153,-1.377
KWARTET,3OA-IAMF,3OA-IAMF,Ambisonics,direct,3,0,KWARTET_IAMF_binaural.wav,revision,KWARTET_3OA-IAMF.wav,48000,27,0.5625,1,0.7769,2.105,39;43;26;36;34;28;26;26;27;26;34;29;28;26;37,0.6,0.471,0,0,90.0,29277,90.0,-22.497,-17.0,5.497,0.448
KWARTET,2OA-TBE,2OA-TBE,Ambisonics,direct,2,0,KWARTET_TBE_binaural.wav,revision,KWARTET_2OA-TBE.wav,48000,132,2.75,1,0.9141,2.99,132;133;132;133;132;132;131;132;132;131;133;132;132;132;134,1.0,0.0565,0,0,90.0,29277,90.0,-26.606,-17.0,9.606,1.871
KWARTET,1OA-YT,1OA-YT,Ambisonics,direct,1,0,KWARTET_1OA-YT_binaural.wav,revision,KWARTET_1OA-YT.wav,48000,55,1.1458,-1,0.7347,1.381,50;53;106;50;60;64;49;59;55;58;54;48;56;106;50,0.333,-0.3158,0,0,90.0,29277,90.0,-22.908,-17.0,5.908,-0.056
KWARTET,42pIKO,42pIKO,Ambisonics,42pIKO,NA,0,KWARTET_42pIKO-MagLS_binaural.wav,revision,KWARTET_42pIKO.wav,48000,0,0.0,1,0.9946,3.092,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,1.0,0.2993,0,0,90.0,29277,90.0,-23.246,-17.0,6.246,-0.52
KWARTET,Atmos,Dolby Atmos,Channel/Object,direct,NA,0,KWARTET_Atmos-native_binaural.wav,revision,KWARTET_Atmos.wav,48000,131,2.7292,1,0.8871,3.286,130;131;132;129;128;130;130;131;130;131;130;131;131;131;129,1.0,-0.2857,0,0,90.0,29277,90.0,-21.744,-17.0,4.744,0.685
KWARTET,Auro3D,Auro-3D,Channel/Object,direct,NA,0,KWARTET_Auro3D-native_binaural.wav,revision,KWARTET_Auro3D.wav,48000,131,2.7292,1,0.941,2.8,132;132;132;132;130;130;130;132;131;131;131;132;132;131;131,1.0,0.3748,0,0,90.0,29277,90.0,-19.833,-17.0,2.833,-0.628
KWARTET,Sony360RA,Sony 360RA,Channel/Object,direct,NA,0,KWARTET_Sony360RA-native_binaural.wav,revision,KWARTET_Sony360RA.wav,48000,19,0.3958,1,0.8887,2.865,20;20;19;19;19;17;22;19;19;18;21;20;20;18;21,1.0,0.0513,0,0,90.0,29277,90.0,-25.845,-17.0,8.845,3.017
KWARTET,42pIKO-Atmos,42pIKO->Atmos,Channel/Object,42pIKO,NA,0,KWARTET_Atmos_binaural.wav,revision,KWARTET_42pIKO-Atmos.wav,48000,130,2.7083,1,0.9349,2.765,130;130;131;129;127;128;128;131;130;130;129;130;131;131;129,1.0,0.2278,0,0,90.0,29277,90.0,-18.638,-17.0,1.638,0.843
KWARTET,42pIKO-Auro3D,42pIKO->Auro-3D,Channel/Object,42pIKO,NA,0,KWARTET_Auro3D_binaural.wav,revision,KWARTET_42pIKO-Auro3D.wav,48000,-24477,-509.9375,1,0.8625,2.907,-24476;-24476;-24476;-24476;-24479;-24478;-24478;-24477;-24477;-24478;-24477;-24477;-24476;-24477;-24477,1.0,0.0513,0,0,90.0,29277,90.0,-21.46,-17.0,4.46,-1.682
KWARTET,42pIKO-Sony360RA,42pIKO->Sony 360RA,Channel/Object,42pIKO,NA,0,KWARTET_Sony360RA_binaural.wav,revision,KWARTET_42pIKO-Sony360RA.wav,48000,17,0.3542,1,0.8927,2.935,18;18;17;18;18;16;16;17;17;16;20;17;18;17;22,0.933,0.1058,0,0,90.0,29277,90.0,-24.639,-17.0,7.639,-0.65
