pair_id,item,anchor,variant,segment,is_anchor,overall_measure,binQ,ILDdiff,ITDdiff,LS,LS_mean,vnsim_0,vnsim_1
KWARTET__7OA__42pIKO-Sony360RA__seg2,KWARTET,7OA,42pIKO-Sony360RA,2,0,0.406971,61,3558.51,8.33935e-05,0.16132008435794148,0.4019192796896194,0.3871198530696109,0.41671870630962793
DeusExMachina__7OA__5OA__seg3,DeusExMachina,7OA,5OA,3,0,0.5973,99,153.993,3.90626e-06,0.49025976102111735,0.7001859963509618,0.7010035933615155,0.699368399340408
DeusExMachina__7OA__2OA-TBE__seg3,DeusExMachina,7OA,2OA-TBE,3,0,0.345897,78,2208.65,6.78858e-05,0.1605660303707378,0.40076997284824845,0.4078791757605309,0.39366076993596605
DeusExMachina__7OA__42pIKO__seg3,DeusExMachina,7OA,42pIKO,3,0,0.537573,95,550.731,2.88292e-05,0.6198928727148255,0.7873386619197731,0.7903875697230973,0.7842897541164489
DeusExMachina__7OA__Auro3D__seg3,DeusExMachina,7OA,Auro3D,3,0,0.4836,62,3805.98,8.04077e-05,0.11359210289678218,0.33706950392602664,0.3321963550307523,0.341942652821301
DeusExMachina__7OA__42pIKO-Atmos__seg3,DeusExMachina,7OA,42pIKO-Atmos,3,0,0.47458,78,2408.9,7.08377e-05,0.15114172012819344,0.3887888666473625,0.3926699361838684,0.3849077971108566
DeusExMachina__7OA__42pIKO-Sony360RA__seg3,DeusExMachina,7OA,42pIKO-Sony360RA,3,0,0.242717,67,3075.64,7.2077e-05,0.11203487871649993,0.33479732617136304,0.3421709884225179,0.3274236639202081
BigBand__7OA__5OA__seg3,BigBand,7OA,5OA,3,0,0.589509,98,237.125,4.87735e-06,0.4004471828813466,0.6328093167598237,0.6321396178064191,0.6334790157132282
BigBand__7OA__2OA-TBE__seg3,BigBand,7OA,2OA-TBE,3,0,0.4056,52,2558.18,4.44707e-05,0.1889405030144574,0.43467678871844817,0.43283081035317295,0.43652276708372345
BigBand__7OA__42pIKO__seg3,BigBand,7OA,42pIKO,3,0,0.481293,94,596.245,1.49793e-05,0.5886513428782641,0.7672363631821897,0.7666940433790818,0.7677786829852977
BigBand__7OA__Auro3D__seg3,BigBand,7OA,Auro3D,3,0,0.156,20,8055.03,8.56261e-05,0.16414429289651036,0.4051482530075107,0.40424602325434283,0.40605048276067846
BigBand__7OA__42pIKO-Atmos__seg3,BigBand,7OA,42pIKO-Atmos,3,0,0.460868,75,3052.54,4.75123e-05,0.1807384317382786,0.4252072768197569,0.4331317024894691,0.41728285115004476
BigBand__7OA__42pIKO-Sony360RA__seg3,BigBand,7OA,42pIKO-Sony360RA,3,0,0.452523,73,2570.86,4.80977e-05,0.1982140539029936,0.4454598846033004,0.4306121612831382,0.4603076079234626
KWARTET__7OA__5OA__seg3,KWARTET,7OA,5OA,3,0,0.540446,98,333.141,8.75425e-06,0.4833649495096991,0.6952604337685795,0.6999637575267638,0.6905571100103953
KWARTET__7OA__2OA-TBE__seg3,KWARTET,7OA,2OA-TBE,3,0,0.4758,61,3409.88,7.68892e-05,0.18428020052406863,0.42927935253540256,0.4300290118885839,0.4285296931822212
KWARTET__7OA__42pIKO__seg3,KWARTET,7OA,42pIKO,3,0,0.493216,93,738.14,2.45724e-05,0.6161985373390021,0.785141350261157,0.7693805586912305,0.8009021418310834
KWARTET__7OA__Auro3D__seg3,KWARTET,7OA,Auro3D,3,0,0.2574,33,5993.63,0.000140674,0.16270258904773993,0.40353473518252797,0.3918004498999449,0.41526902046511105
KWARTET__7OA__42pIKO-Atmos__seg3,KWARTET,7OA,42pIKO-Atmos,3,0,0.468,60,5429.59,7.94205e-05,0.17516339949210238,0.4188173298807438,0.40317903341554545,0.43445562634594226
KWARTET__7OA__42pIKO-Sony360RA__seg3,KWARTET,7OA,42pIKO-Sony360RA,3,0,0.426167,59,3889.75,9.02053e-05,0.16590128504834756,0.40756748492567463,0.3930771529663149,0.4220578168850343
DeusExMachina__7OA__5OA__seg4,DeusExMachina,7OA,5OA,4,0,0.600011,99,150.812,6.64568e-06,0.49589175824864323,0.7041959961075083,0.7046886270064155,0.703703365208601
DeusExMachina__7OA__2OA-TBE__seg4,DeusExMachina,7OA,2OA-TBE,4,0,0.364901,77,2260.74,6.30158e-05,0.15889947474337046,0.39865349627730595,0.4036670130818585,0.3936399794727534
DeusExMachina__7OA__42pIKO__seg4,DeusExMachina,7OA,42pIKO,4,0,0.540616,95,533.704,2.87345e-05,0.6244291192617079,0.7902128180863011,0.7928921101916201,0.787533525980982
DeusExMachina__7OA__Auro3D__seg4,DeusExMachina,7OA,Auro3D,4,0,0.4992,64,3829.02,7.43037e-05,0.11211130299948355,0.3349038003848277,0.32788578693962944,0.341921813830026
DeusExMachina__7OA__42pIKO-Atmos__seg4,DeusExMachina,7OA,42pIKO-Atmos,4,0,0.474227,78,2498.08,7.56631e-05,0.1524127419105854,0.39041700930063344,0.3939806086980822,0.3868534099031847
DeusExMachina__7OA__42pIKO-Sony360RA__seg4,DeusExMachina,7OA,42pIKO-Sony360RA,4,0,0.251151,67,3158.36,6.31002e-05,0.10957216281456397,0.3310527515334865,0.3359273267281458,0.32617817633882723
BigBand__7OA__5OA__seg4,BigBand,7OA,5OA,4,0,0.585813,98,205.044,3.29329e-06,0.402839847131997,0.634698035029179,0.6333757121095019,0.636020357948856
BigBand__7OA__2OA-TBE__seg4,BigBand,7OA,2OA-TBE,4,0,0.39,50,2550.4,2.63296e-05,0.186068085708223,0.4313670850710861,0.42828871301711274,0.43444545712505955
BigBand__7OA__42pIKO__seg4,BigBand,7OA,42pIKO,4,0,0.49472,94,659.066,9.79145e-06,0.5918863079905451,0.7693645042441006,0.7634119921504035,0.7753170163377978
BigBand__7OA__Auro3D__seg4,BigBand,7OA,Auro3D,4,0,0.1794,23,7136.06,5.62398e-05,0.15335135744486705,0.3916022787648,0.3906086546320984,0.3925959028975016
BigBand__7OA__42pIKO-Atmos__seg4,BigBand,7OA,42pIKO-Atmos,4,0,0.467862,79,2579.31,2.43605e-05,0.16753265331700784,0.40936673012335534,0.41632851257328685,0.4024049476734238
BigBand__7OA__42pIKO-Sony360RA__seg4,BigBand,7OA,42pIKO-Sony360RA,4,0,0.45015,75,2339.52,2.8591e-05,0.19551746187479482,0.4424326518134841,0.4272936453759119,0.45757165825105633
KWARTET__7OA__5OA__seg4,KWARTET,7OA,5OA,4,0,0.592414,98,314.448,5.49578e-06,0.4868250788291941,0.6977308051940196,0.6995190130960658,0.6959425972919736
KWARTET__7OA__2OA-TBE__seg4,KWARTET,7OA,2OA-TBE,4,0,0.5148,66,2890.19,6.1468e-05,0.18706411826524524,0.43255025959822324,0.4265829475362435,0.43851757166020294
KWARTET__7OA__42pIKO__seg4,KWARTET,7OA,42pIKO,4,0,0.520292,94,605.27,1.99809e-05,0.6172829599503257,0.7859525522415246,0.7650132488949272,0.806891855588122
KWARTET__7OA__Auro3D__seg4,KWARTET,7OA,Auro3D,4,0,0.273,35,5408.08,0.000146453,0.16650428868580244,0.4085164339257222,0.3889872736369006,0.42804559421454375
KWARTET__7OA__42pIKO-Atmos__seg4,KWARTET,7OA,42pIKO-Atmos,4,0,0.501975,68,4319.72,6.67413e-05,0.18380063124592752,0.4290603430551093,0.41196804254755337,0.4461526435626653
KWARTET__7OA__42pIKO-Sony360RA__seg4,KWARTET,7OA,42pIKO-Sony360RA,4,0,0.434922,61,3619.15,8.83564e-05,0.17286508550709825,0.41626448344382594,0.39599049346511306,0.43653847342253876
